,mouse,day,led,post_led,trial_type
10,mhb99,11,"[-0.38219091646019915, -0.5092145359331581, 0.5876625046179078, -0.3507094163119613, 0.15407270675938428, -0.4551162634332633, -0.322092116096884, -0.4674381566647449, -0.5839162674876407, -0.0629501997656678, -0.42001544038794414, -0.2648902226017035, -0.09082519740526258, 1.8859098423414533, 0.17751268939874, 0.7681182860392316, -0.04232012034062363, -0.31539887623208773, 0.19423604258916677, 0.4442389370824812, -0.3114826702054484, -0.37658774110556087, 1.428847611766349, -0.03033032601711943, -0.09316724291508272, 1.0149912569201582, -0.2982770353118012, -0.36096566405137626, -0.21151321256838929, -0.29139076851004336, -0.15872820714776117, 0.01141871666959115, -0.17678987928947906, -0.1521544344519227, 0.0350305444257606, 0.4170476191186167, -0.7761533888334218, 2.283857053597785, -0.062117794648314094, -0.09378132854095449, -0.10513511094456532, 0.03348102832002349, -0.06511153631758117, -0.4531983562139196, -0.3161204615766209, 0.059892855531995894, 0.010493123032708569, 0.21221416156688824, -0.47513319515701113]","[0.14899063025158177, -0.5447906201699028, -0.044563126605633975, -0.38286657820615244, 0.625897299422687, -0.39162538947484293, -0.2634439240997097, -0.3335998328459068, -0.6902263542460534, -0.44477501557766475, -0.4396180265556108, -0.4478986530051715, -0.34795479221786296, -0.31553529745140846, -0.1396615993830968, 0.9631944560428608, -0.40580798725211875, -0.2309482138872771, -0.3165879421907338, -0.5744770661300728, -0.4624286841226426, -0.368634585912923, -0.43978767059325313, -0.6885440300811368, 0.7885478682100437, -0.035257294637397435, -0.5473487435665071, -0.11280447094371807, -0.145375905255565, -0.3066613683926404, 0.4472377527924037, -0.1566275264393635, -0.33116405923668285, -0.5214752127975621, -0.6539104205268355, -0.08793121082399112, -0.47222426116319993, -0.6885925955359852, -0.8274269699434212, -0.5068126593448672, -0.29221574908738107, 0.7345570340609227, -0.13112216538543106, 0.01196785134803782, 0.9837932355977412, -0.7182576495865116, 0.5283008778526763, -0.5299723513006463, 0.059773932128660806]",sucrose
11,mhb99,11,"[-0.24533340856422342, -0.26839060966063094, -0.19846152073334408, 0.06090609903433047, -0.22372370494122862, 0.13145554633968687, -0.11916211475371702, -0.29290735743189794, -0.01551996323258024, -0.10785074549226627, 1.215196896107087, 0.018723879951925676, 0.53400668365848, -0.32779590372167294, 0.2569724320304528, -0.48555994817264986, -0.3053030911069356, -0.362955706408692, 1.6317460860842496, 0.46945179632073114, -0.07219582049722176, 1.0349901678919795, 0.04219803237289866, 0.3246301082108391, -0.5419913662495768, 0.17598214582189162, 0.5620984955332666, 1.3731601411783745, -0.48555383610863845, 0.14314007386500707, 1.4522453553305625, 0.055984936109973994, 1.459580578430115, 0.07385355885973262, -0.37042853694885824, -0.4030256578882283, 1.2165160896194178, -0.0799694287749963, 0.13650041382490385, 0.16701328754995978, -0.25531974921816997, -0.035300765920217234, 0.6842467154765641, 0.09534218815852297, 0.4815112403157583, 0.2940114971727571, 0.7112103683876854, -0.715540423629308, 0.3039026199789556]","[0.20452063708203078, -0.25453158982597823, 0.14374576325915855, -0.40548381137231804, -0.34518890914852285, -0.2511643998475018, -0.21713691471206967, 1.065080358008317, -0.16184053911993468, -0.35423087380191065, -0.32084917506952704, -0.3602214177201115, -0.07381284995489873, -0.5802491006419597, 0.05240307906317616, 0.02448719309948785, -0.48275809785722457, -0.2872350062527402, -0.2913974176103246, -0.10477193166000677, -0.28771103347121924, -0.0035754151747703425, -0.2830794645246092, -0.6699962971112499, -0.15540275921015595, -0.3879713956761047, 0.2545015739328615, -0.3212018348568593, 0.06606655105626012, 0.4064294050167397, -0.4058754869350376, -0.47277818676733707, -0.572482261134753, -0.25792686819659677, -0.25571580377753894, 0.0016660904776133422, -0.365604284592259, -0.9635806548437028, -0.34314356991248773, -0.5973872020818851, -0.451719998713553, 0.06245934073715986, -0.2272854418680894, -0.2510238084597923, 2.131404819291581, -0.6750477720168462, -0.15733970419431106, 0.002785013551130612, -0.07446143630851779]",sucrose
12,mhb99,11,"[-0.1318571732270592, -0.1286864037249572, -0.3293128586869448, 0.1277116525777989, -0.23047007655067447, 0.28992714330682373, -0.2891801616346628, -0.5161458668142362, -0.1732828831232512, -0.014843787322181196, -0.34702538078792605, -0.0005693649295594109, -0.4207083621110508, -0.16318102924336678, -1.3150203032295555, 0.13038683235455029, -0.35993995230997405, -0.41169366329878687, -0.08659735090670725, 0.0845200637762156, -0.23369912949904914, 1.0273406418283142, -0.07507949104711613, -0.37871193106268064, -0.1977272634048056, -0.14568174031068823, -0.03193257737795193, -0.32093074286725704, -0.04851938823473504, 1.1277788334488095, -0.4042808200017572, 0.1717476548570038, 0.39179241280128235, 0.5011549833307883, -0.010291065610767201, -0.3770470121013083, 0.5075878868127364, 0.9994905829183679, 0.10379384805933949, 0.18164030796195096, -0.13036999102171648, -0.4749101942149614, -0.6127375530201769, -0.8581420751978569, -0.656036211735291, 0.13601217187011574, 0.7862263817671635, -0.6795505274576874, -0.6384662755339071]","[-0.3251128565632218, -0.35792547380472395, 0.026553556679513632, 0.07296369383263984, 0.8331595628189484, -0.11921306640406579, 0.8151211708825021, 0.07870311927325897, -0.27158676307577945, -0.5250171521817211, -0.14342563040218287, -0.1712650672831922, -0.2791581673195715, -0.320548411860075, -0.31734271142461523, 1.0423672931499415, -0.5147868436955065, -0.2977145492897027, 0.033929560201621745, 0.47366559346326703, -0.03500807580311237, 0.4301395179867384, -0.19520645222710653, -0.2729078147653744, 0.2795592865457091, -0.4046808263375939, 0.1561843606937292, 2.102844737056665, -0.2915985215906657, -0.26210045294050044, 0.7423905700403001, -0.027988469096122334, -0.019092613402400267, -0.5939620322837111, 0.04919163693647866, 0.369051358856217, -0.4399362816027697, 0.2383197776642817, -0.07791273699799971, -0.5117661454635805, 1.3144897855145727, -0.10801530925823687, 0.6377340705393219, -0.6744799981144609, -0.6541700823529443, -0.411496632396931, 0.8029270245986339, 0.24506666797193677, -0.10952056668553922]",water
13,mhb99,11,"[-0.033406288159734926, -0.25142436436563054, 1.1610059582509853, 0.29598657635524994, 0.4430772509701747, -0.2624771173337516, -0.3986246966382379, 0.38638235781298336, 0.2890811670920635, -0.19044835520458048, 0.8414727746187802, 0.5365764495140134, 0.5984225056522486, -0.4286572677795477, -0.053521226154927076, -0.4302253839389067, -0.36356293935946576, -0.24531514118332481, 0.23346916329644302, 0.20248500396363397, -0.2751699152695431, -0.2491732005716149, 1.0382355904406477, -0.3410189314408541, -0.27702297006062054, 0.304438919057832, -0.2818705059638538, 0.31307185748710725, -0.5271463310747209, -0.08248040477966967, -0.14311949153706344, -0.13291074831491836, -0.3631837926117552, -0.5796153932101645, 1.6356242421103333, 0.7904538605418405, 0.01861287797585338, 1.3340257671360984, -0.36934647372938556, -0.6601794569704716, -0.46269190102468793, 0.5519725375165738, 0.3235292595049352, -0.6085690445848029, -0.6183768347911242, -0.5529375486987121, 1.0343829114324499, -0.17981377079441344, 0.16623222446574792]","[-0.2814513746725927, -0.268660890548237, -0.22647767635156682, -0.038144026497035376, -0.19378280074725268, 0.5646111703688683, 1.0964427235542444, -0.2273836015196236, -0.1585471238443564, -0.475853554743769, -0.2938312858323701, 0.21244752119005944, -0.5096172056718924, 1.6844461085244122, -0.10492472916485156, 0.27584044014810294, 0.10373738205444621, 0.16978285345111496, 0.4455106196212613, 0.5426152662019479, -0.1762890926541734, -0.3411069040834597, 0.20328768159344912, -0.0899054297999222, -0.32863065909289746, -0.0016449103527421795, 0.9361681924787276, -0.21969957604771698, 0.4351324004529268, -0.16696814905642748, -0.2665432157128171, 0.2956117573445673, 0.11471274843843608, -0.27761311278310846, -0.2864018857403103, -0.19117563250623668, 0.16255095538562356, -0.45869996260659435, 0.11396224534276682, 1.4116645072223541, 0.2835235755593618, 0.014446169647165236, 0.5517800547295395, 0.2021802622989792, -0.0036599020544003692, -0.16181591585409533, -0.01521904584663789, 0.1937875598955512, 1.2637928358105956]",water
14,mhb99,11,"[-0.07809575108416672, 1.183693607458443, 0.16993133697552715, 0.08004389354295653, -0.2786432848161084, -0.39256861279585464, 0.4126330595960823, -0.3461208285647207, 1.1475958263345105, -0.308155483467027, -0.35102713006404734, 0.20075736573165376, 0.37564199976585666, 0.24163513077019266, -0.39439601403707036, 0.07309857929574656, -0.4946209024332951, -0.5445828625727894, 0.34184751350380577, -0.062157038690482884, -0.26504553886098403, -0.2535438077806986, -0.06725974706518388, 0.27626175014936916, -0.7097183282257196, 2.162304831373831, -0.18230086692211683, 0.06231660883584433, -0.5789702228768092, 0.08280664287817081, -0.1723133818770336, 0.9946562025168172, 0.41482757624751043, 0.03859921260108524, 1.1489701454215397, -0.22548352028606414, -0.1026927151109028, 2.969102905262, -0.5102531033741419, -0.44105555218922465, -0.2006386954149124, -0.7151322374117162, 0.9272609961741934, -0.8685375768943184, -0.8663273614242538, -0.3989227286360166, 0.39399026437356266, 2.0253907791288293, -0.7182141976318567]","[0.2450953299907, -0.16419296080356865, 0.7918203392542641, 1.5951238865163893, -0.23300033770568016, -0.07174193140863146, 0.9867874365377919, 0.6514278360722262, 0.8635526030316025, 0.061409397547369585, 0.4008518256152764, -0.1832743690418226, -0.16373751188123314, -0.05806621329219353, -0.4495506453730893, -0.5793503701747982, 0.10284431108541216, 0.4754490401231169, 1.30468746862145, 0.05440231853315825, -0.3438450686765889, 1.9306418415449662, -0.35783044584019097, -0.5989645910481538, -0.45967752079738694, -0.4544353203408024, -0.47661041673921956, 0.21591901396531082, -0.3483490731006875, -0.17551573423679068, 1.019612159832337, -0.6147231305900522, -0.22085172538370582, 0.07143790343967651, 1.3056011682144035, 0.2851426042204064, -0.041231915613011705, 0.10159902802820789, 0.4266191757756569, -0.1531504149683596, 2.089204879467549, 0.1835765043916062, 0.5532340659551567, -0.293156824234318, -0.7043587935722059, -0.47766873901413615, 0.055307153645149765, 0.3696590635074069, 0.733928491173939]",water
15,mhb99,12,"[-0.12812191879738816, 0.5569256563709336, -0.10468509014480205, -0.043546720353374674, 0.3326142181533025, -0.3742895245884246, 0.07027354613642275, -0.31451312263231934, 0.3732428914287496, 0.30242898081377073, -0.39429613224977333, -0.035703230695669344, 0.2080999677644816, 0.22091972705162705, 1.1833848406019676, -0.6326071013472596, -0.5779361111381538, -0.5211825776458322, -0.44548062608803085, 0.03984668298948877, 0.12657942054550966, -0.40713923617756226, 0.4702398636234382, -0.3422292132129184, -0.3639178851858354, -0.1671872019287777, -0.4856211664544927, -0.25266964701164174, -0.2738605440122073, -0.2833248164493416, -0.17175609236755895, -0.40970800806367197, -0.4015246810385266, 0.7144107517931778, -0.6559523901979184, -0.46269189694651497, 0.5819427542082366, -0.09761263476174978, 0.07432767890495262, -0.27430898676008875, -0.7537232529344208, -0.5353189213033224, 0.47503201860729266, -0.27632069485042865, 0.011530173868003708, 1.1190233792215387, 1.5215922675791358, 1.158916922879048, 0.9802453899668782, 0.6589384382127632, 0.4576220229779855, 0.3726761362945638, -0.10183826647461239, 0.4009811279093227]","[-0.33531600358519975, 0.5216303859984156, -0.40880498518715613, 0.1508598537744454, -0.38903046960007187, -0.05353688780833192, -0.3478308581959779, -0.6253383505087773, -0.47254067022804985, -0.4034477831940583, -0.24277229572297385, 0.09950676285627388, -0.4250395251241252, -0.24459364116247045, -0.3524798050114565, 2.029564992182021, -0.1391556724786129, -0.35964218048050917, -0.34746998061367756, -0.6285444033472611, -0.2535216120446801, 0.005134834149878539, -0.06238266083897023, -0.29755747492248386, -0.4316398490267417, -0.4548996911295165, -0.21609129744632938, -0.2485080064290858, 0.023052194360605537, -0.6954321101720954, -0.24483614390981523, -0.3071423917742091, -0.3825956046477377, -0.22286520167279336, -0.6193578035303243, -0.5073695523465225, -0.7702886915579679, -0.28694383495846393, -0.30935117775653, 0.45051060599118953, -0.46660196322754555, 0.3151599201556796, -0.13830341172098365, -0.87061687910597, 0.07447187009706557, -0.11389233957869348, -0.4627628938966871, 0.6184121758887081, 0.01586875195505272, 0.3646262001298071, -0.1528333421483663, -0.10841152549319172, -0.7738542929290873, -1.119343792401457]",sucrose
16,mhb99,12,"[0.9084552919179003, 0.20255246423867193, -0.3232720542668078, -0.2772805078862981, -0.11907944363867558, -0.32551274840444966, -0.28221198067402725, -0.003373650273148247, 0.42694121771496657, 0.5082209152657781, -0.17013822446902352, 0.17878698345292335, 0.08346163440853799, 0.6272995853333576, -0.14056021180210093, 0.5267440688009528, -0.2706782958689789, 0.16954090496590352, -0.3986167266295953, 0.5855345350572118, 0.023915160023064763, -0.07570638545836758, 0.01767370240003613, 0.10276248239966819, -0.04561207341698206, -0.13514623766692238, 0.44351248055398834, -0.02399875928131392, -0.20496211963622457, 0.16023818522997071, 0.07513155649803205, -0.37301196453182023, -0.4051368195132054, -0.37545780387151995, -0.35522962701086147, -0.24958423151135428, -0.18138806375428043, -0.736556086282978, -0.14819412463081966, -0.11545502633630153, -0.1870446224255317, -0.015206851412055198, 0.21858536267144785, -0.08451477705451099, -0.15141730664829126, -0.1437266537088571, 0.10749005714149755, 0.48594273344401273, 0.7439128563024401, 0.9751310090966692, 0.24975582814107325, 0.8122212880024777, 0.1321640738036002, 0.06785514726553984]","[-0.2642544428880453, 0.42385426502937174, -0.16028452658378625, -0.03621319209562503, 0.2758118894975551, -0.3822857556737048, 0.18842665713869153, -0.26239894397389485, -0.001968004190293175, 0.5297141622182531, -0.3546610293728461, -0.573976484257172, 0.24195156821679875, 0.5830859148110255, -0.05489944203555304, -0.49861440005609314, 0.16498143193753517, 1.2456722279272818, -0.4181046376540003, -0.22427995011447985, 0.45395152409866457, 0.3542246118870093, -0.21661688803837403, -0.22802573800844828, 0.8207243741024924, -0.4887602707653809, -0.00578282208576842, -0.20565662258134224, 0.2537807157590678, 0.5117823441550797, 0.015896961899035902, -0.09229242088604218, 0.16881405628697843, 0.012830901441857242, -0.47707040661153, 1.2665430126127455, 0.1901223072019751, -0.014982611837262202, 0.15664816565843823, -0.3343813640800906, -0.3165736510406697, -0.15462091171726283, -0.41326545034751966, -0.1463622372515484, -0.1835257225073761, -0.47239272831799406, -0.45269794619640363, 0.36556157006679213, 0.10934382777760449, 0.35516576112575393, -0.10796775990012088, 1.1054146056259568, -0.1828546055469618, -0.26595653801885644]",sucrose
17,mhb99,12,"[0.020443048426672425, -0.3246343038410214, -0.22185701846940634, 0.44749816757388405, -0.3373466552442304, -0.4947832743266823, -0.4069646839542747, -0.0772886492449193, 0.5618037550604519, 0.13711211618997612, -0.18164598806731194, 0.1271855630622974, -0.19064969834885648, 0.052001326618709, 0.7030955357361952, 1.0666694723867856, 0.8091472125637909, -0.14744839794027342, 0.17516959648292882, -0.01996635374260608, -0.5694229106390872, 0.49863911058553073, -0.12430655431638404, 0.18201099097147472, -0.23370683074115714, -0.2564316546765923, -0.5368948034429524, 0.9344957358044671, 1.2353972874310488, -0.2885427233040112, 0.8933596131062727, -0.5487315387558837, 1.3567857676563875, -0.6169387759835275, 0.15544894032564813, -0.2943248658523886, -0.19107596079142025, -0.2809975828884168, -0.36102965977197793, 0.6935612388102249, 0.19691116939213466, 0.7890973583806938, 1.8836593329587943, -0.3909469672966975, -0.8128552850570064, -0.14628121549255993, -0.07495295289208496, -0.6684255476300863, 1.3258153928154885, 0.6686718389497273, 0.03331501026132425, 0.009976761991449461, -0.17754507982186163, 0.5992132992418705]","[0.2971480089389083, -0.48844516626494555, -0.26962042048418344, -0.21094313938371828, -0.30620394389380545, 0.579671070803643, -0.4548484749754674, -0.42477932894915343, -0.3438548071483734, -0.5158658531039766, 1.1788887091776765, -0.28532244732478673, -0.44713474259555275, -0.21070002170301688, 0.2011115615694887, -0.5620119950380232, -0.32204616769753097, -0.6278254427946058, -0.4444983108886426, -0.2515968732822959, -0.4468342410779, -0.6792066505670492, -0.28530069985071044, -0.3984402427220671, -0.4858440495543185, 0.1272055788182271, -0.4667770960598404, -0.6668867542097838, -0.3803230343454641, -0.419410860079888, -0.6651107405028247, -0.40857485102806546, -0.5225536178136984, 0.6145074651319328, -0.486280271396002, -0.6338234347262351, -0.747769042008971, -0.5567570611575049, -0.4824310686764986, -0.2324920591910458, -0.4440026490742905, -0.6256532939021685, 0.3013383874990489, -0.8304450359895508, 0.5460564196767778, 0.3767334572297444, 0.044016674038037905, -0.21513681755376532, -1.0791181601337565, -0.3920437622467875, 0.9422185228085137, -0.4211116843862491, -0.5332154729011804, -1.1514094076881292]",sucrose
18,mhb99,12,"[-0.383798779024522, -0.2859877553178602, -0.06643448945815589, -0.13700054896652744, 0.47747664464620576, -0.24408204758311441, 0.0965481368622207, 0.9900308643895555, 0.5780044739199137, -0.10890723095343778, -0.40561195721465393, 1.0936908375686514, 1.4775379786989808, -0.061392961539851104, -0.4231946114049065, -0.1289938449229236, 0.24968073154476866, -0.08330088482628302, 0.1499693559960978, -0.18301172422337628, -0.07434383042432534, 0.5803028435703982, 0.20549302553689305, -0.014583810909326518, -0.02151174688984544, 0.8224762123385704, 0.03960371682811516, 0.3700730767114628, -0.23732459446886248, -0.5205749517080489, -0.1768917799663314, 0.001800644052976325, 0.25545947913909445, -0.04115526852055233, -0.20785625733358967, 0.465114770472762, -0.25384231528167034, 0.13181472764233834, 0.048636549415466315, -0.36633318430775497, 0.3109662224164734, 0.30220011312374867, 0.042261430504651906, -0.1738576670938128, -0.9068739801534151, -0.5733092998603966, 0.005024890763036438, -0.3694879962420036, 0.21585657386805804, -0.08850683914734392, 0.9901590558186592, -0.7203319181087515, 0.03853316467998714, 0.34284032053404206]","[0.21486514440994856, -0.2811960708009249, -0.01452084325072621, -0.2187627103937298, -0.45272317362503744, -0.39022635953214146, -0.295521190140142, -0.17858536226170899, -0.4092616832173966, -0.32536533608248647, -0.2846869588737339, -0.4708928001932723, 0.5091668710338044, 0.033590226078453266, -0.03378350806201298, -0.14397554123840217, -0.44117158829568087, -0.33615968549337616, -0.2630894310230548, 0.27840001844047196, -0.32870933497831323, 0.320549574140294, -0.4947141187622692, -0.20495472073435436, -0.2211971125677214, -0.39502157296738183, 0.6723991767439431, 0.08048525279924215, -0.43944051598110495, -0.6289997820503014, -0.6731056373974306, -0.3623009017217071, -0.327588293728101, -0.13393540088689682, -0.6022928733247327, -0.5369503361778473, -0.27520739088152607, -0.44997314268154787, 0.4390177238016686, 0.2226096533990294, -0.44777904570516697, -0.721644962647512, -0.33477500476461536, -0.4336794920200592, -0.18178417760376372, 0.10064305434728418, 0.7304114988305811, 0.5019340135747605, -0.6960232716003072, -0.28968526992071336, 1.3288932796438346, -1.2728491055677704, -0.8233646255125738, -0.10865674944945232]",sucrose
19,mhb99,12,"[-0.25065056386302625, 0.9357049489654115, -0.09575680300982732, -0.1250502882697491, -0.2196182989595329, -0.41725077242974984, -0.10357158277377868, 0.2203991357587506, -0.1476117660550657, -0.10088880921548922, -0.29326148801973706, -0.44406460032137257, 2.886221830517324, 0.3798100846609984, -0.11241672640057156, -0.22457932262381486, -0.1999273467452742, 0.11707022302501706, -0.2961151312534191, -0.3854227987776469, -0.017590859656290533, -0.43735880314663905, -0.24268363741624227, -0.3538128556292742, -0.3623133148700748, 0.04873001633721925, 0.9704575006921171, 0.10864297143529114, 0.20201244201833413, -0.17024031037317564, -0.22685449621930837, 0.5553330349406368, -0.41340107103841817, -0.20819384453035972, -0.49736244012859243, 0.23096393097632312, 0.22826077764435848, 0.2369612043649204, 0.14628325162345293, -0.5472205468656072, -0.5499314356479797, -0.5428236406598688, 0.20007734545153655, -0.41479140650408275, -0.32386147513699254, -0.6626737130692721, -0.44601087865521477, 0.9397532728469365, -0.17304287441205715, -0.17830796419314746, 1.5182236833443197, -0.37126035392926915, -0.10851464467296107, 0.5315373783657896]","[0.10885206081596199, -0.23536257555412174, 0.5361228625525595, -0.2573625013928726, 0.1827794725860368, -0.3607650378534306, -0.08164313134191375, -0.24266301678509422, -0.06726605434356651, -0.2481872501750132, -0.010918514437419164, -0.089506067023393, -0.5305455723670861, -0.07584664356602633, 0.7830238730326221, 0.4278928329446671, -0.43961307793071336, -0.15874722409401676, -0.429769111823078, -0.17795877374423816, 0.6255808502000951, 0.24821333154251124, -0.002557735502793755, -0.2475884183159072, 0.0866551915488736, -0.2931031120237242, 0.41740306687554285, 0.2463175768162421, 0.14699780935721432, -0.13205096010800998, 0.2991662142831015, -0.2458553894619905, -0.12767752576472235, 1.063955069266158, -0.34248628886845195, -0.06694844029069667, -0.21179756937959135, -0.10580497464897416, 0.28854559739848934, -0.13828343439358284, -0.1293376940854043, -0.14886729268208876, 0.7281772665323663, 0.2514966158349165, -0.2741878797257382, 0.35158686157881736, -0.04823414618971339, -0.0013994509406412955, -0.24843143923802147, -0.3267250918004776, 0.4860769234764243, -0.4295549677760504, -0.1822638219276924, -0.19297197841127933]",sucrose
