,mouse,day,tone,post_tone,trial_type
118,mhb108,16,"[1.211776942914289, -0.8658522698106735, -0.1917314936165352, -0.1580843828367296, 1.789593840109694, -0.08543141481597037, 0.05518978106255326, 1.6182489410332526, 0.49811033126240495, -0.3453730341981087, 0.6533793510549486, -0.022717531066779456, 0.16337749814598673, -0.31516248657155066, -0.17651606838298903, 0.2710932723889836, 0.19350774629463083, 0.1260484595716238, -0.1679434823231845, -0.6628650759052923, 0.1331810008555237, -0.08383585356035135, 0.009240073725830513, -0.1813731756980059, 0.6138933841965332, -0.013804889288118074, 1.0116121116006789, -0.012709338052613902, -0.2268228728884521, -0.35714546653105494, 2.0245421795166885, -0.26575167194531585, 0.30529662940106495, -0.2562863235015573, 0.3926433331925834, -0.10331316583936309, 0.9266499489414646, 0.1630451025006532, -0.1546196029060257, -0.46302902349492076, 0.9188762894459069, 0.06736505996028513, -0.3098144367282395, -0.3686219585793633, 0.7257457648293366, 0.17720395588928256, -0.602277604179241, 0.13289707442649076, 0.8096948433549594, 2.1914590988618725, 0.9238750416614641, 0.22678917181063804, -0.011957464460216165, 0.07745783380979447, -0.45343405635382883, 0.17624522261901526, -0.23013460661632879, -0.17583386645779314, 0.08882885967863922, -0.22281211792045233, -0.1775032392923702, 0.6875946938444937, -0.0735114206715113, 0.6993182836415638, -0.2921157283699965]","[2.6152964162655925, -0.3026234741081494, -0.05347133354801338, -0.14703992285975576, 0.20303341469912636, 1.5723449939551792, -0.01781190935167857, -0.2486799519241201, 0.7579446373145391, -0.32672133697443756, 0.034455099035625256, -0.6713684250718226, -0.2801676535385691, -0.3409689442449483, -0.353191087945458, -0.020898531152443917, -0.10134625738283201, -0.3392460575890169, -0.3521224029833005, 0.00847617674410009, -0.08909780935679833, -0.5462634019196763, -0.38006950535424805, -0.6815403659386958, -0.13104271458789482, 0.5446744214126947, -0.18469490696749444, 0.171389055115837, -0.21579012916993767, -0.26511884176283795, -0.13311341009191616, -0.20031781946507377, -0.46531550131061644, -0.3295069716297869, -0.13113795681898036, -0.3100101842839614, -0.37401753491701556, -0.18638620729046543, -0.5465612444170744, -0.3085220968113669, -0.46520152131068737, -0.5111696085287447, -0.24942313356460347, 0.14180573146653894, 0.11167005974835634, -0.5498896774092902, 0.01025998657500115, -0.5176246466364651, -0.787935211486178, -0.06721016538983557, -0.6222060473931562, -0.22889968866482446, -0.4369758827414578, -0.46973763044473693, 0.39440902881921047, 0.30127963589637535, -0.7602354084870043, 0.31814651164678737, -0.5081975246720706, -0.690222103783996, -0.5076954193928135, 0.4511926691119077, -0.19461479116337158, 0.022013890524374163, -0.09837490735393051]",Sucrose
119,mhb108,16,"[-0.1281520854348564, -0.018441918954173058, -0.0762265460155456, -0.018388499276898986, -0.25202992757885573, -0.11620529215500364, 0.0023278528980861268, -0.0610639567973692, 0.1819890076649374, 1.3944234094536085, 0.18450914053803313, 0.2962741224198126, 0.2505888259257439, -0.07503944889028394, 0.029343687945805136, -0.3929710167230037, 0.167989235443418, 0.02206229307645308, -0.08505099576608137, -0.1799424170979072, 0.44244532411629567, -0.24636984102077936, 0.6323450229123067, 0.7499007914010877, 0.002277733910391096, -0.1411792830219519, -0.1743934364306838, -0.3392759538298092, 0.05539272812831135, -0.3255404057553796, -0.5230637071583735, -0.14909812680197235, 0.06577402362376422, 0.8909471399756127, -0.22680616873772452, 0.49932149134479265, 0.07894138847784032, -0.7210783037028168, 0.08129020885429096, 0.05712208486321692, -0.45237346255366406, -0.06479142030912963, 0.14598162496542824, -0.2433117949361381, -0.09749718897660918, 0.5097946616634671, 0.2840161952503522, -0.11470781201657193, -0.08789343062637714, -0.0024991562506092653, -0.2833192532818968, 1.2022728000678606, -0.566879111571358, -0.6665307058410759, -0.4235542348480929, 0.708159935595088, 0.1519731988650079, -0.19772520491325543, -0.034089718105877534, 0.040051675797683296, -0.1079307411754406, -0.18562048575226278, -0.10543765539627573, 0.1362543255745431, 0.0328895584102651]","[-0.2797351867288113, 0.0702673831474116, 0.023396839399956494, -0.034150130887827604, -0.1798364650531477, -0.23121594870934223, -0.13713541170649507, -0.11838657317316394, -0.2587556622699015, 1.664481543912167, 0.5891537551887801, 0.15017429036659138, -0.46022157424944865, 0.08285906150564568, 0.7315514721727627, -0.5233438352619301, -0.14316594839393204, -0.47789629046077975, -0.008324240816529192, 1.2088660517005054, 0.7127313281275273, 0.5529612590917591, -0.40244666604596535, 0.37198554756777974, -0.40946065595746084, -0.37102197239244705, -0.5326610514598188, -0.6436580320641074, -0.48168452269220907, -0.2901796653163226, -0.1828718756523779, 0.11313851618806471, 0.20526282006630506, 0.1274428347866552, -0.16919411545441063, -0.3138810272656536, -0.2015560113236427, -0.006674774045723927, 0.9475973152755589, 1.1278183997335844, -0.3355533532399444, 0.9039922111954386, -0.13432811472477482, -0.09577582765166591, -0.29422351046471995, -0.032256108827472846, 0.03482127469715835, -0.10274815947456646, -0.3298703203956815, -0.3982908750154495, -0.6069415294978382, -0.08553247289056429, -0.44343507253460124, -0.27650817656070165, -0.6594750878139178, 0.18883793089035666, 0.015774396817269064, -0.49246927715387506, 0.6030058558101832, -0.10982896394457847, -0.10246846306813226, 0.6133472367320583, -0.027073332152005903, 0.22536830080011896, -0.3342773670804333]",Water
120,mhb108,16,"[-0.03601901815713491, -0.13242075532709677, -0.15274469069618352, 0.19606466486742752, -0.22309152580961447, 0.016972592708183038, -0.3830521280955377, 0.373913586863858, 0.5734534977171862, -0.1632890356556122, 0.0063113789603652165, 0.8599784519667935, -0.2968436757843306, -0.0057307602635965306, 0.36685942785851233, -0.28607444996998577, -0.05631948746588252, 0.4733233039804121, 0.3833879470540278, 0.34562250639348974, -0.1261170576792382, -0.16087684775683161, 0.005024075990594893, -0.17509171264673037, 0.6970532355638356, 0.16156774484713712, 0.26457172859827616, 0.3253235329563897, 0.000584048826417403, 0.9249036728206681, 0.5265537104680098, 0.4543333976667616, 0.5239813646887402, -0.2850463403443682, 1.0774638969947534, 0.5541826922701217, 0.0266904526774377, 0.0866864663210534, -0.04704212143363479, -0.20774896972010856, 0.8574127551319919, 0.6912412120639576, 0.2714457571651621, -0.22077926702491152, 0.42910021677478166, -0.30400935528055495, 0.3399374978334184, 0.5843025850726717, 0.4123946690353371, 0.042891846541978876, 0.2670362880009693, -0.24427170025325337, 0.15257585951316188, 0.17886111113066636, 0.47016872969620455, 0.3238353020353357, -0.21694578681914284, -0.14749537981617267, -0.5475419862610696, 0.2696329050106846, -0.050649116909873004, 0.15160068810503038, 0.36495423787594516, -0.046906966232142064, -0.6415584725735017]","[-0.31172951837017066, -0.15201898705083994, -0.11695587095207656, -0.4193608369355099, -0.16713388287675565, 0.022459747076883144, -0.012654420540475284, -0.12973424423139093, -0.09440473636328993, 0.12491157354640432, 0.3002979166819793, -0.48183465389681757, 0.5095513504604074, 0.37981505331521515, 0.33381928423170254, -0.3707181698908648, 0.03241148488959552, -0.1784162302861752, -0.5760156727870571, 0.4959667014401335, 0.8523269849424503, 0.9752713985299629, 0.1537157912727237, 0.5949460231916097, 0.17982992404180562, 0.08333941210347376, -0.5473636666686449, -0.2789766610668693, 0.0025451382918398042, 0.031897187596586905, 0.07501747980257127, 0.5415766605539525, -0.19276986511397745, 0.3923064292462414, -0.5921002370643285, 0.3187821846692868, -0.256807350851615, -0.09819143991671808, 0.9261111671715351, 0.9678847711343859, -0.5071519558853784, 0.6180789530789502, -0.566076554069096, -0.5674919209855438, 0.013692064553816633, 0.14616489685703546, 0.18789915413633992, -0.21705485549913273, -0.041795838181835306, 0.1578426582561044, -0.2756489337145005, 0.6076559399183071, 0.28354108189556726, 0.1602179846542021, -0.14355852390451018, 1.2680865714165028, -0.32217538071656837, -0.4421075322504947, -0.3428650574136086, -0.020615767895142367, -0.3251987113403249, -0.2310407609208787, -0.11533248476244717, 0.3298444961005011, 0.21610100885662212]",Water
121,mhb108,16,"[-0.09220941581341377, 0.306432275105611, 1.1130209241164142, 0.5521997368635038, 0.18042369424463742, 0.02218235724621271, -0.10933119415467607, 0.5769844224750019, 0.023821068492313434, 0.0985722888669292, -0.45311757823891796, -0.19129801413220082, -0.3496012667305942, 0.13995976753269176, 1.2907344603374473, -0.44161720038731483, 0.27626477813791295, -0.5172489294547076, 1.3571859377919615, 0.4323298396945104, 0.7269877501450005, 0.5643060692177135, -0.4471869690894274, -0.02594025447812703, -0.1546906582637822, 0.9193579616150814, 0.4485594920322156, 0.27042167925622324, 0.2779262745777414, 0.13371481296738413, 1.7462102383634193, 0.2610643019976382, 0.8960959288080294, 0.20440814394822837, 0.9824951680360046, 0.07006573687396152, 0.33747924673079477, 0.5525114730882054, -0.5300402295083325, 0.28017143953401386, 0.7141500714266106, -0.05504678389742951, 0.026655747902998725, 0.12375841320977167, 0.2781235130134751, -0.07890807018050876, -0.03417816493383683, 0.18099542501974422, -0.28450400279649907, -0.5620738498606856, -0.965923811193983, -0.4416890546413663, 1.4085148190089187, -0.08433288040459685, -0.1045553952615503, 0.7793816991341483, -0.0887597275878816, -0.646492789489086, -0.6011981463248917, 0.5293896104876241, 0.05904523687787732, 0.9393882754628406, 1.5103505060894264, -0.03651250651503435, -1.0178604440975412]","[-0.2758012639607079, 0.21279222820840796, -0.2130279021352788, 0.155395865210985, -0.21375678316697594, -0.003772606626485969, -0.08608683222510828, 0.521816376174489, 0.10911682990027943, 0.051109655466740914, 0.29145001307930557, 0.5023987335793691, 0.6576800518495589, 0.03310863211962169, 0.8716235275171657, -0.12998856042236448, 0.19746812226026927, 0.1416340142131562, -0.46532193471482325, 1.4566212651306163, -0.25582853970445774, -0.2268862328127948, 0.45097883361491664, 1.6843087520924043, -0.33289365652098857, 0.13607182810723006, 0.20128531544705042, 0.48282080878835076, -0.32931004344895903, -0.511810848601307, -0.15408301323034257, -0.13305635046814115, -0.701483383738049, 1.7475429109570566, -0.6334863167812587, 0.19248697198149095, 0.44067542262695863, 0.4377352429519088, 1.4268137716216356, 0.1033811680947519, 0.25535893373823787, 1.229080780265758, -0.0041473203273071245, -0.2327225436283256, -0.30143241310668006, -0.3218456989526985, 0.8320351656475594, 0.42848685893035343, 0.8496688305420312, 1.995944364105621, 0.781162138208718, 1.4697493687920606, 0.05040141112890127, 0.7408549421524611, 1.1757657666115253, 0.4549820960219414, 0.6921807586840112, 0.10273370495351553, 0.5066487668933993, -0.13848526888503904, 0.461570709270445, -0.29600342477803254, -0.46285978073625605, 0.3273738356998793, 0.2919825210299485]",Water
122,mhb124,11,"[-0.29746075493343377, 0.5155788425830029, -0.18028124708506335, -0.383587278220745, -0.36252141456133635, -0.5679069556947626, -0.7942284261746461, 0.18643566870851536, 0.17054347213092738, 0.19689281481698498, 1.4300983966773997, -0.19967408294585723, -0.07183153753064205, 0.8093656250226368, -0.010675429498069168, -0.02313797623589719, 0.48629221776513815, 1.3912777780446282, -0.13760154010782918, 0.17987116059451638, 1.2186663209122668, -0.21359841898662008, -1.0298534853491688, 0.6794190493861005, 0.9032688824440704, 0.3583063337002757, 0.9888716034310737, 0.20929909623200818, -0.0319186247891212, -0.29517931539875697, -0.4489573741092515, 0.1429794364081807, -0.16266770655019178, 0.7766885552409383, -0.1650414196092952, -0.9314412690385636, 0.19868870511175554, 1.4921790882713717, 0.6542475536073714]","[-0.6467385483141308, -0.2543131313566984, -0.4895731720823297, -1.2253332333498101, -0.17396064009615886, -0.6356988658871215, 1.4446419699586779, -0.4582098881143285, -0.24340603165715494, -0.6041343729877299, 0.19103290493778877, -0.07966977313662689, 0.8963199716898289, -0.5707489648351679, 0.6055177878231556, -0.37772505414665297, -0.37614711356902186, -0.026659114656555762, -0.5868004404398729, 0.11831110546607664, -0.3391809039993728, 0.6615302831526708, -0.7597983997423929, -1.007470977046182, -0.5111159576057596, 0.6542405494982376, -0.4138961500252416, -0.29771428760015556, 0.0840751810793268, -0.5983144895240251, -0.6946463565355956, -0.6165141213648245, -0.07384922469400632, -0.25308338196906477, 0.5262649429689552, -0.675350569684482, -0.614951513908349, -0.36914441112523355, 0.12255675309465018]",Sucrose
123,mhb124,11,"[1.4423357175816116, 0.9458721156046085, 0.008915279380799517, 0.23733535075114764, -0.7253389796916286, -0.29835539049807785, -0.778330144375135, 0.0426211675851485, -0.23961440786238333, 0.27507295460441816, 1.6440924123504372, -0.418955047773215, -0.37512654845508403, 0.6342726665477653, -0.4730455051784615, -0.164787105600071, 0.3817891241573868, 1.1190489416718779, -0.4225237206856068, -0.5416333772951066, 0.7787940511026131, -0.40127863758005416, -0.4918036473488146, 3.5439006201255796, -0.20087252444875386, 1.1386723848784401, -0.4036667704071208, -0.22791781641921416, -0.16053696130901807, 0.8610710611014616, 0.10194964652656437, -1.0200667522122153, -0.8178242813628647, 1.227987304138906, 0.954371798391801, -1.4373654833821745, 0.3683522798970471, 1.1135613110341887, -0.32983690736454374]","[0.9832050441395702, 0.3153335340949896, -0.08208557746999093, 0.005661542727394452, -0.6175480326424123, -0.5999337721217656, 0.0076411217511789704, -0.32566742305735286, 0.18035684656926101, -0.1960674562749353, 0.2044907813228541, -0.28580319006973187, -1.1733643625474308, 0.017831141256602467, -0.09329262310266534, 0.9043275702957745, 0.06917018897886046, 1.1581771142066701, -0.5472967306422793, 0.4287888219835975, 1.016142641555529, -0.6287338890125479, -0.20664534469481347, 1.0079866125101047, -0.05236473362453272, 3.7462679098977754, 1.0176107278487518, -0.1637028750529769, 0.619087642159298, -0.14992756369397123, -0.032857911260312005, 0.014510563101399827, -0.22378017520125146, 0.37185286037627846, 1.3326882362318864, -0.6565435690503221, 0.032844294689360086, 1.2407122881553483, -0.1609757886930525]",Sucrose
124,mhb124,11,"[1.6457625191763499, 0.32992181850347685, -0.18855434986958705, 0.03289885752472423, -0.3832142414226965, -0.19004954888359551, -0.4585931334879995, -0.12961132894240715, -0.08620736367285863, -0.048305821389054676, -0.20441938854037736, 0.14374550544709583, -0.44146086637281506, 0.2774130294773496, -0.5996564226986206, 0.3888426404607964, 0.7682182884935148, -0.04251552417523054, 0.6092054066296659, -0.6103233091083238, 1.1358940856472535, -0.7461821163103175, -0.6670466218753651, 0.8490633210546471, 0.7286157725056266, 0.6608717155646545, 1.965304035915036, 0.47832955486291656, -0.40562482485617174, 0.06672176492737454, -0.6116699626866368, -0.5210046680687186, -0.13049264506516642, 0.5677992330274187, -0.03666773137413853, -0.4349796505108258, 1.357778530697978, 1.7888371783180959, 0.38553959231582213]","[0.20299751209845035, 0.5830850565816482, 0.5258928915655794, -0.5843194141641197, -0.4466020494449066, -0.3876104757647935, -0.3992056980468612, -0.48578685474652333, -0.17596686825190486, -0.408893857106263, 0.28785674574623393, -0.2574065650475726, 1.6703530690651356, -0.5762566546333905, -0.716093029849612, -0.13094136884766355, -0.1403629791288987, -0.37831348849786256, 1.505748569371958, -0.5516939875458292, 0.5488548690415257, 1.000703010302277, -1.2641019777474425, -0.8058048785773381, -0.48114867045391513, 0.5792758785234334, -0.07869006848610921, 0.9025199717567345, -0.410021761587181, -0.7013734398397035, -0.46380258370938815, -0.7397490221159487, -0.14119087585601978, -0.7737660842981331, -0.15361699379988084, -0.6731841103284935, 0.27506596955283114, 0.1269889483568039, 0.1666799300584598]",Sucrose
125,mhb124,11,"[0.47246377199297046, -0.0161133753967462, -0.4686884148615894, -0.358893862070285, -0.5817941779192284, -0.10047311484086649, -0.756062284868008, 1.1679109845591247, -0.6487960171576261, -0.08766237495957033, 2.0055165596162503, -0.710133904753234, -0.4055465372115757, -0.061673942791906466, -0.021887637856317223, 0.8409763656381127, -0.5169004701843973, -0.12251244705073135, 0.7942874272801214, -0.49944839539762825, -1.194315053833349, -0.6951724875034212, -0.7840278357406187, -0.09016790167837202, 1.2740272422029704, 1.1134525667709039, 0.5970169076327889, -0.8328684792672324, 0.011451436428250463, -0.6806063039133705, -0.08881391101785574, -0.15955683048343383, -0.8975294659109123, 0.3055367006443276, 0.3086565499459624, -0.05390443765560388, 0.6688572043529571, -0.07433333467477236, -0.29643173335318573]","[1.1164002510941768, 0.19596364429008373, -0.18855134214098504, -0.04699774272862894, -0.5193072622469013, -0.17828528280168074, -0.5875276958265757, 0.8540751143760853, -0.07423601864884068, 0.36098752788674693, 0.9675135607360357, 0.176933975437403, 0.003699181031411486, 1.1794680093071117, 0.11023042198482115, 0.015027506541636542, 2.0846586975919217, 0.6963034392194501, -0.10429061878684404, -0.6192073190633015, -0.7112283912748779, -0.6879454141660456, -0.277307125440898, 1.3875748678258126, 0.8522748396029503, 0.6032206022098185, 0.9649305807155609, -0.8590696499468445, -0.023516750614543107, -0.42163452586570876, -0.4942254730601221, -0.5352222874427749, -0.07428335443878087, 0.8716994165966385, 0.021355835226724018, 0.026683002956988902, 0.5543322356715311, -0.09837707856642217, 0.1897958770300305]",Water
126,mhb124,11,"[-0.31650905866707635, -0.12746243944204705, -0.49694656999202724, 0.05221175388571364, -0.10605803342570153, -0.23529179540010692, 0.06347474106939467, 0.18483548665174293, -0.1673408340591186, 1.1938230975795536, 0.6305925577598056, -0.391734141713296, -0.5143191238964229, 0.5544232358050214, -0.4825825896253327, -0.43164711265488764, 0.6575381710229322, 0.6913973161335056, 0.3943424462874233, -0.23771507915626164, 0.33628472032355183, 0.47724974778037693, -0.3007400833841817, 0.5452244646289632, 1.5685287696774266, -0.26535681000658384, -0.20432047417346477, 0.24853628636688244, 0.36409195316249193, -0.44379050330150754, 0.010348380435716197, -0.38253478929158785, 0.3595888066668666, 0.06907647889321614, 0.33428767038004487, -0.18539018942386526, 0.18424555268565537, 0.29451015886091314, 0.1794288771297779]","[-0.8258500600035077, -0.3877651769272874, -0.5401046225052787, -0.4643894771803995, -0.4271569974536268, -0.3247353937312423, 0.08625291663184735, -0.2244010986461387, 0.030032458269035826, -0.40011217157630485, 0.8429489874962722, 1.3726573563758706, 1.1905213870153215, -0.5163520582407247, -0.4342703392191396, -0.2757253945963315, 0.084676253117035, -0.8162352690897917, 0.008829522581442322, 0.6464972532066593, -0.3863157166084328, 0.3720390892028462, -0.2908141671511418, 0.4380531669577922, 0.6467691663514303, -0.9698026626611731, -0.5593850095338521, -0.22073157720376294, -0.12986566707490846, -0.5535126696862926, -0.2508687345838102, 0.11384241043287524, -0.2026151605488546, -0.7639472813892545, 0.5343880966808543, -0.35345647302287203, -0.19635938065327296, 0.15812395181550326, 0.39617129238884535]",Water
127,mhb124,11,"[0.3096733817893987, -0.5090899633751397, -0.3745797735525338, 0.6531035407270815, -0.5571441601393939, -0.1690375172640482, -0.70659676614557, -0.2534500644138319, -0.2930162539703205, -0.5605667575391489, -0.12959212817205226, -0.1873277515378367, -0.005284255932712468, 0.09029412351595373, -0.42913953676792416, 0.05452949861333792, 0.20888901959879733, 0.33009250661689193, 0.5791934243474264, -0.3561519979275924, -0.4845364902543111, -0.8952551772323437, -0.10523944346615963, 0.5100217810602211, 0.4047581495307124, 0.8008417050464391, 0.04222831492138731, -0.7192860425660588, 0.19931708385940966, -0.07739843444041278, -0.004836877201294558, 0.03818172950375832, 0.46217992992104806, 0.05833224274286156, 0.24914098786748914, -0.7510980077002027, -0.22913239469968366, 0.8652314897724876, -0.8129324957086194]","[-0.18455090792960635, -0.1971041317954936, -0.07086162469252569, -0.01622797503765258, -0.4160036427156581, -0.05426406636353663, -0.699263946888661, -0.24276740568327548, -0.70806058520487, -0.3902343758471802, -0.08025074615073416, -0.3149981458496269, 0.017682224111919564, 0.13106017494902616, -0.6312847361773937, 0.004079235493247458, -0.10395931091974943, 0.009533764839683654, 1.0624286755364327, -0.30991921815700635, -0.5166117257257786, -0.6116249502052067, 1.4725118686434202, 1.2420779837956344, -0.0413686029204054, 1.1237080323928275, 0.018165188017020092, -0.7789944120878194, -0.2875141954546479, 0.5082614992591219, 0.41030163877291254, -0.45970131132001785, -0.5483472984813869, -0.2764866973753483, 0.3136206579801617, -0.7572027668062792, 0.2684065240601183, 0.4450075605767101, -0.21732670176480431]",Water
128,mhb124,11,"[0.8884758402179809, 2.050228050270493, -0.4701105557499625, -0.050302690812653, -0.31142023456377166, -0.29015545617813304, -0.2247313520093511, 0.6637655240230776, 0.05213282334944129, 0.3582180717167521, 0.10205558352942577, -0.4356792010136439, -0.23737225183628566, -0.0777199604703516, -0.6479249582682503, -0.3788285185381428, 0.1124198970351, 0.26986173380112866, 0.8142889948786471, 0.25699563184474583, 1.1441981704391213, -0.19709062460476626, -0.5389746461440506, 1.0272186345162067, 1.0564194009800747, 0.8130003788572944, 1.4109491735726505, 0.44859344594237527, 0.19950003010816203, -0.21730137874627148, -1.5583538120034828, -0.20700642279414708, 0.2388161640493591, -0.21479361682972475, -1.0766748861959587, -0.9314340264444786, 0.7011899420853748, 1.5821051417229646, 1.0700942319690665]","[1.3554891528074517, 1.0933862695789327, -0.4224880320123896, 0.9756174061442844, -0.3624284180712813, 0.2763228588738549, 0.07334895644891458, -0.4520660799119127, 0.623599218686665, 0.48587826457292466, 0.6838013733384661, 0.2224292490096872, 1.2754836768223605, 0.0689441012636448, -0.6942770765033662, -0.25036497042971106, 1.2058295787816298, 0.09363972999633707, 0.2774032159314805, 0.571740026740809, 1.6730314025930768, -0.2643236489937062, -0.24596243358784556, -0.43341386073186333, 0.05648475491749852, 0.6283140478544664, -0.5874763811312556, 1.7207206022584978, 0.25086546385106456, 0.5721894553716343, -1.604087664319242, 0.27953449343000525, -0.0004946209036106569, -0.9367158083081831, -0.6756088979370296, 0.4582439034888469, 0.29103431268054974, -0.1152792079278702, 1.111508997694013]",Water
129,mhb124,11,"[0.22526346303399156, 0.3325741296167675, -0.31202677760679115, 0.19741506022531063, -0.3044964450319723, -0.5696616750464993, -0.24204183982748573, 0.5566233842350399, -0.4651574800029882, 1.506245679926775, 0.6035584576446125, -0.5753113762585064, -0.1367924973250773, 0.20387337252751278, -0.7419789959942557, 0.5799284818457697, 0.3317729108614496, 0.35587526692988425, -0.1917182490195701, -0.4026778876170272, 1.164174329235259, 1.1389374184999093, -0.5008889299237491, 0.15622603669524673, 1.3371685750638824, -0.5330780076294427, -0.6168071165043978, 0.8818104491114344, 0.6409050013639547, -0.5879979467435111, -1.2493227643666254, 0.4799916719333168, -0.02094832752725824, -0.9507529119149954, -1.175488565335201, -0.9249073484977552, 0.07775562655813947, 0.9646678894562024, 0.6562806379036431]","[0.5086923211551189, -0.17368492080611045, -0.2792879980319014, -0.31110803194367903, 1.3584489500862664, -0.5939725081506557, -0.400025372613054, -0.07773413969385377, -0.5619506442123501, 2.6359773176700423, -0.38616350677118594, 1.1445017878976564, 0.5824725987267168, -0.179949788700267, -0.2690730685860744, -0.07279681496990464, -0.3279370528650787, -0.26281632355231305, 0.5429025978298563, -0.2928503372718669, 0.36268488424346806, 0.6645367362889009, -0.18110303687351553, -0.56871526971953, 0.4245185287081447, -0.4335757109380858, -0.7166308499704862, 0.8281675087191347, -0.5501232653977023, 0.09658072296690157, -0.6820345753880186, -0.22864657900704155, -0.3703747040985642, -2.2896376665307017, -1.1712272888356245, -0.12308333156904994, 0.333844536402263, 0.0034394122456732185, 0.5801249563430265]",Water
130,mhb124,11,"[0.33796325438189634, 0.7036234671207506, -0.07508789712775299, -0.24335394541524688, -0.46346434815070225, -0.4518103161841329, -0.030249848745479174, -0.566239640084535, 0.019125106600511747, -0.391027898133058, 0.7342307179809846, -0.7193606735308721, 0.3033675639531447, -0.1451399033211694, -0.5501381787543588, 0.9594023957068374, -0.08754435287459346, 2.425940471250417, 0.8561263548302511, 0.6365792819223771, 1.032221546161278, -0.17597444680802957, -0.31357891666678384, -0.19086038132416072, 1.4466388316051206, 0.12866507372400807, -0.656443954194815, 0.07512396726453768, 0.22371699100463305, 1.1329726491348224, -1.292162479626427, 0.8536070280637194, -0.03125532641851668, -1.744625402807475, -1.4012772732583967, 0.9972912685705756, -0.01495065182129823, 1.038758823527698, 1.1323174908653857]","[0.3954414923911682, -0.2048643688685864, -0.5785854841472157, -0.42418078682396926, -0.29113056625360306, 0.093595854516099, -0.1094868157818373, -0.4685674449338758, -0.3985432335675687, 0.8645271477086662, 0.6350349500905702, -0.6042468100231905, 0.08164118465483938, 0.5698234542012188, -0.48082177671238185, 0.010815393685250885, -0.02069931734199239, 0.5744343394697685, 0.3543804053115747, -0.09313688477089849, 0.21362437462522468, 0.011398001997436721, -0.298722103177122, 0.3349862562058852, 0.24814089664023378, -0.3046039916877203, -0.41569949499112935, 0.09224621885609943, -0.5093597847043863, -0.053614746965796045, -1.6759725422440634, 0.47565927534178315, 0.6843368986499858, -1.5206057761337008, -1.478249975183953, 0.42114285796986034, 0.9575297157351993, -0.31197014965183345, 1.1922477618447314]",Water
131,mhb124,12,"[-0.5093161498205306, -0.7454123896737518, 0.6541450243961214, -0.11390423270178347, -0.4129166818175942, 0.012840538599674985, -0.2274895142434129, -0.03287364116402203, -0.12912022685958724, -0.4055611399212739, 0.015621917790684833, -0.40141091344203755, 0.7467778345048975, -0.5597177514752584, 0.06929431560918656, 1.6228803632365414, -0.6805131321972554, 0.06549868373274213, -0.8403472614425265, -0.4215926323732626, -0.46957853440806896, -0.11834823365804353, -0.6092282763245671, -0.0197544384755968, 0.3158500977171122, 0.640899983609374, -0.351860530124888, 0.3544688444630931, 0.6223666771682886, 0.6148694295803829, 0.262929821606407, 0.28876546466200653, -0.13063218567605056, 1.732553737538267, -0.34563042847891773, 0.11397177990730299, 0.5957101344334789, -0.2086338497935971]","[-0.3575592598306803, -0.55206269931709, -0.5365049727592482, -0.3558290103857294, -0.2678449454786413, -0.2509439233200567, 0.2095044488958216, -0.11956714537263005, -0.35807400568301784, -0.5431865782791435, -0.14021028914815142, 0.28669455754224377, -0.42998592406094116, 1.1181151680764, -0.4493125483231357, -0.24041750786245566, -0.05700110738517253, -0.4212343189678768, 1.08271887045002, 0.2769408046847693, -0.4314253773658457, -0.7198787046087238, -0.024415124735582237, -0.4190515413898577, -0.2304803506649013, -0.435955269437549, 0.5683160208206333, 0.06184638552803404, 0.024400899813343334, 0.042374640170915794, -0.2765201988023266, -0.1399284270474095, 0.06515382453671896, 0.7988131166925012, -0.12707894865522532, -0.1448802361468407, 0.13026292571059697, -0.34206493527290793]",Sucrose
132,mhb124,12,"[0.07599784042767878, -0.5393076497543934, -0.6269877616964527, -0.06647409372011433, -0.03903820386012033, -0.22724373882026414, -0.3975760058052854, -0.16631088931850352, -0.029193478223363788, 1.3741939338460045, -0.18116641099922115, -0.08988993349556017, 0.22005806978304313, -0.2863500090099216, 0.2594710594609826, 0.7764637426019676, -0.7351020600789885, 0.3642969933520897, 1.1521978219130506, -0.041687942949919815, 0.15983695207651183, 0.5669477347044052, 2.6104994770623557, -0.5397264095188167, 0.5840593349633254, -0.0937815896836394, 0.16425646161561527, 0.607413162083164, 0.4075614126760375, 0.47713738041763554, 0.6914287217609919, 0.05719280361227284, 1.4733500619581217, 0.9403833968902432, -0.10370878273911982, 0.4362948477884853, 0.4889222425905146, -0.7693907851319185]","[-0.2506177225075293, -0.11202913503994683, 0.7148317893995831, -0.016407230254770214, 0.175876866202456, -0.2683090938215656, 0.0856781076886313, 0.2151286113674138, -0.09894784647575676, 1.2563438716134658, -0.39531727819760865, -0.23708752375085154, 0.3952810750209944, -0.4965305924017921, 0.3764294321331079, 0.5842989968072727, -0.264456521902862, 0.490284991944613, 0.14438508975512584, -0.09472279976550071, 0.11155340907282701, 0.5160351345518852, 2.0026968542486205, -0.8235697622850678, 0.5702394144218461, 0.13997486219936567, 0.8712270099920962, 0.9297192883726132, 1.0960606347949036, 1.3669107980696469, 1.4601162260339642, 0.9263068583125961, 0.9244889849426754, 1.4158709985379927, 2.0635545249458707, 1.15786232621951, 0.34712582976216927, -1.0942648550846445]",Sucrose
